fips,date,aggregate_level,country,state,index,cases,deaths,recovered,cumulative_icu,cumulative_hospitalized,current_icu,current_icu_total,current_hospitalized,current_ventilated,staffed_beds,icu_beds,positive_tests,negative_tests,contact_tracers_count,hospital_beds_in_use_any,Rt_MAP__new_cases,Rt_ci31__new_cases,Rt_ci68__new_cases,Rt_ci5__new_cases,Rt_ci95__new_cases,new_deaths,Rt_MAP__new_deaths,Rt_ci31__new_deaths,Rt_ci68__new_deaths,Rt_ci5__new_deaths,Rt_ci95__new_deaths,lag_days__new_deaths,Rt_MAP_composite,Rt_ci95_composite
53,2020-01-21,state,USA,WA,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2020-01-22,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5,2.6547005383792515
53,2020-01-23,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5,2.6547005383792515
17,2020-01-24,state,USA,IL,,1,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
53,2020-01-24,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5,2.6547005383792515
06,2020-01-25,state,USA,CA,,1,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
17,2020-01-25,state,USA,IL,,1,0.0,,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.7500127686053897,2.8325408373570578
53,2020-01-25,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.4999999999999998,2.6547005383792515
04,2020-01-26,state,USA,AZ,,1,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
06,2020-01-26,state,USA,CA,,2,0.0,,,,,,,,,,2.0,,,,1.5,1.56,2.92,0.56,5.5,,,,,,,,1.459703371329521,2.6260365444139406
17,2020-01-26,state,USA,IL,,1,0.0,,,,,,,,,,1.0,,,,1.58,1.62,3.08,0.54,5.62,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.7711661826002314,2.8822288028711767
53,2020-01-26,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.4999999999999998,2.6547005383792515
04,2020-01-27,state,USA,AZ,,1,0.0,,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5,2.6547005383792515
06,2020-01-27,state,USA,CA,,2,0.0,,,,,,,,,,2.0,,,,1.52,1.56,2.96,0.52,5.34,,,,,,,,1.4476054931909383,2.5712430013401546
17,2020-01-27,state,USA,IL,,1,0.0,,,,,,,,,,1.0,,,,1.66,1.68,3.22,0.52,5.74,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.794387254549889,2.933387544901709
53,2020-01-27,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5002243680220773,2.654860136932357
04,2020-01-28,state,USA,AZ,,1,0.0,,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5,2.6547005383792515
06,2020-01-28,state,USA,CA,,2,0.0,,,,,,,,,,2.0,,,,1.54,1.56,2.98,0.5,5.28,,,,,,,,1.4341895171499055,2.544379375912799
17,2020-01-28,state,USA,IL,,1,0.0,,,,,,,,,,1.0,,,,1.72,1.72,3.3200000000000003,0.52,5.86,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.8199162966900904,2.9861880035173884
53,2020-01-28,state,USA,WA,,1,0.0,,,,,,,,,,2,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.500507656217513,2.6550616468698465
04,2020-01-29,state,USA,AZ,,1,0.0,,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5,2.6547005383792515
06,2020-01-29,state,USA,CA,,2,0.0,,,,,,,,,,2.0,,,,1.52,1.54,3.0,0.48,5.26,,,,,,,,1.4195718582770702,2.5282079689906443
17,2020-01-29,state,USA,IL,,1,0.0,,,,,,,,,,1.0,,,,1.78,1.76,3.4,0.52,5.96,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.8484907742705767,3.0353812533958333
53,2020-01-29,state,USA,WA,,1,0.0,,,,,,,,,,3,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5008666271513134,2.655316991821016
04,2020-01-30,state,USA,AZ,,1,0.0,,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.4999999999999998,2.6547005383792515
06,2020-01-30,state,USA,CA,,2,0.0,,,,,,,,,,2.0,,,,1.5,1.54,3.0,0.46,5.24,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.4039288464133934,2.5113072029902863
17,2020-01-30,state,USA,IL,,2,0.0,,,,,,,,,,2.0,,,,1.82,1.78,3.48,0.52,6.0600000000000005,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.8804658021556584,3.0869933992619973
53,2020-01-30,state,USA,WA,,1,0.0,,,,,,,,,,3,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5013182697160827,2.6556382564076118
04,2020-01-31,state,USA,AZ,,1,0.0,,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.4999999999999998,2.6547005383792515
06,2020-01-31,state,USA,CA,,3,0.0,,,,,,,,,,3.0,,,,1.48,1.52,3.0,0.44,5.24,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.3870909952160788,2.499330020753644
17,2020-01-31,state,USA,IL,,2,0.0,,,,,,,,,,2.0,,,,1.86,1.82,3.54,0.52,6.1400000000000015,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.9160238321662828,3.1353807209409634
53,2020-01-31,state,USA,WA,,1,0.0,,,,,,,,,,3,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.501878511804516,2.656036770535761
04,2020-02-01,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5002243680220773,2.654860136932357
06,2020-02-01,state,USA,CA,,3,0.0,0.0,,,,,,,,,3.0,,,,1.44,1.5,2.98,0.42,5.24,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.3695953476770253,2.4868849316227504
17,2020-02-01,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,1.9,1.84,3.6,0.52,6.24,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.9557378745292464,3.192497820238976
25,2020-02-01,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
53,2020-02-01,state,USA,WA,,1,0.0,0.0,,,,,,,,,4,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5025605147657413,2.6565218962003607
04,2020-02-02,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.500507656217513,2.6550616468698465
06,2020-02-02,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.4,1.48,2.96,0.4,5.24,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.3515365343054109,2.4740392486318092
17,2020-02-02,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,1.92,1.86,3.66,0.52,6.32,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.9998163541490057,3.246945949589352
25,2020-02-02,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5,2.6547005383792515
53,2020-02-02,state,USA,WA,,1,0.0,0.0,,,,,,,,,6,0,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-17.0,1.5033727333895412,2.6570996475036153
04,2020-02-03,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5008666271513134,2.655316991821016
06,2020-02-03,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.34,1.46,2.94,0.38,5.22,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.3332815226393022,2.455280502223548
17,2020-02-03,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,1.96,1.9,3.72,0.52,6.4,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,2.048588068134348,3.30473249324314
25,2020-02-03,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5,2.6547005383792515
53,2020-02-03,state,USA,WA,,1,0.0,0.0,,,,,,,,,7,0,,,1.5,1.56,2.92,0.56,5.5,0.016744783244710956,1.64,1.66,3.18,0.56,5.82,-17.0,1.5054383398904698,2.658568964769868
04,2020-02-04,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5013182697160827,2.6556382564076118
06,2020-02-04,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.3,1.44,2.92,0.38,5.22,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.3150945125678952,2.442343629732381
17,2020-02-04,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,2.02,1.94,3.78,0.52,6.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,2.102318312572903,3.371819665596064
25,2020-02-04,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5,2.6547005383792515
53,2020-02-04,state,USA,WA,,1,0.0,0.0,,,,,,,,,8,0,,,1.5,1.56,2.92,0.56,5.5,0.0570151093635882,1.78,1.76,3.38,0.54,6.08,-17.0,1.509208718670234,2.66125092894791
04,2020-02-05,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.501878511804516,2.656036770535761
06,2020-02-05,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.26,1.42,2.9,0.36,5.2,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.298205759465889,2.4245567370133387
17,2020-02-05,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,2.06,1.98,3.86,0.52,6.62,0.0,1.52,1.56,2.92,0.56,5.5200000000000005,-21.0,2.161184460184875,3.4483336362744503
25,2020-02-05,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.4999999999999998,2.6547005383792515
53,2020-02-05,state,USA,WA,,1,0.0,0.0,,,,,,,,,8,0,,,1.5,1.56,2.92,0.56,5.5,0.12904159673416568,1.88,1.82,3.52,0.54,6.22,-17.0,1.5147842168955798,2.6652169194726207
55,2020-02-05,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
04,2020-02-06,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5025605147657413,2.6565218962003607
06,2020-02-06,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.22,1.4,2.88,0.36,5.2,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2831626917547296,2.4138562288984176
17,2020-02-06,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,2.12,2.02,3.94,0.54,6.72,0.0,1.52,1.56,2.92,0.56,5.5200000000000005,-21.0,2.225255608447489,3.5227765506481905
25,2020-02-06,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.4999999999999998,2.6547005383792515
53,2020-02-06,state,USA,WA,,1,0.0,0.0,,,,,,,,,11,0,,,1.5,1.56,2.92,0.56,5.5,0.24225360506908306,1.92,1.86,3.58,0.54,6.26,-17.0,1.5224359044124092,2.6706597550656523
55,2020-02-06,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5,2.6547005383792515
04,2020-02-07,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5033727333895412,2.6570996475036153
06,2020-02-07,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.18,1.38,2.88,0.34,5.22,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2712458082027849,2.4111529560016773
17,2020-02-07,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,2.2,2.06,4.04,0.56,6.84,0.0,1.52,1.56,2.92,0.56,5.5200000000000005,-21.0,2.299538527504928,3.6102568542000046
25,2020-02-07,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5002243680220773,2.654860136932357
53,2020-02-07,state,USA,WA,,1,0.0,0.0,,,,,,,,,12,0,,,1.5,1.56,2.92,0.56,5.5,0.33980679973593914,1.9,1.84,3.56,0.52,6.18,-17.0,1.5324166384645268,2.67775929937192
55,2020-02-07,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5,2.6547005383792515
04,2020-02-08,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5043170304828517,2.657771349506416
06,2020-02-08,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.16,1.38,2.88,0.34,5.24,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2619856085592869,2.410339448428537
17,2020-02-08,state,USA,IL,,2,0.0,0.0,,,,,,,,,2.0,,,,2.28,2.12,4.14,0.56,6.96,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.3771972441495377,3.700138446516149
25,2020-02-08,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.500507656217513,2.6550616468698465
53,2020-02-08,state,USA,WA,,1,0.0,0.0,,,,,,,,,13,0,,,1.52,1.56,2.92,0.56,5.5,0.4381889667553765,1.86,1.8,3.52,0.5,6.08,-17.0,1.544739671831039,2.6865249794227384
55,2020-02-08,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5,2.6547005383792515
04,2020-02-09,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5054227711803858,2.6585578903592633
06,2020-02-09,state,USA,CA,,6,0.0,0.0,,,,,,,,,6.0,,,,1.14,1.38,2.9,0.34,5.28,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2576814008717476,2.418824763858315
17,2020-02-09,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,2.36,2.18,4.24,0.58,7.08,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.457774994349536,3.7920964199831935
25,2020-02-09,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5008666271513134,2.655316991821016
53,2020-02-09,state,USA,WA,,1,0.0,1.0,,,,,,,,,13,0,,,1.52,1.56,2.92,0.56,5.5,0.5607617776032328,1.88,1.8,3.48,0.5,5.96,-17.0,1.5594396336900518,2.696981427813561
55,2020-02-09,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.4999999999999998,2.6547005383792515
04,2020-02-10,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.506641413817887,2.65942474116936
06,2020-02-10,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.14,1.38,2.92,0.34,5.34,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.258703146529616,2.4368720650265656
17,2020-02-10,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,2.48,2.26,4.36,0.6,7.22,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.5406450513217003,3.891458470948312
25,2020-02-10,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5025134885354223,2.6564884452734083
53,2020-02-10,state,USA,WA,,1,0.0,1.0,,,,,,,,,16,0,,,1.52,1.56,2.92,0.56,5.5,0.7407530323479684,1.96,1.82,3.48,0.5,5.88,-17.0,1.5763917045717222,2.709039857351805
55,2020-02-10,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.4999999999999998,2.6547005383792515
04,2020-02-11,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-1.0,1.5090690015124666,2.6611515446594667
06,2020-02-11,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.16,1.4,2.96,0.34,5.42,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2661585071360448,2.465269259174065
17,2020-02-11,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,2.6,2.34,4.48,0.62,7.36,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.6245088356242383,3.9915273848729593
25,2020-02-11,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5060143882118329,2.6589787222645285
53,2020-02-11,state,USA,WA,,1,0.0,1.0,,,,,,,,,17,0,,,1.52,1.56,2.92,0.56,5.5,0.924355781401664,2.06,1.82,3.44,0.52,5.7,-17.0,1.5954503775562896,2.7225967653473537
55,2020-02-11,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5002243680220773,2.654860136932357
04,2020-02-12,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-1.0,1.5132823808813551,2.664148626171942
06,2020-02-12,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.16,1.42,3.0,0.34,5.5,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2796450034893978,2.497956550144988
17,2020-02-12,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,2.7,2.42,4.6000000000000005,0.66,7.48,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.708202673314025,4.0857019088542685
25,2020-02-12,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5117246873535932,2.6630406000329643
48,2020-02-12,state,USA,TX,,1,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
53,2020-02-12,state,USA,WA,,1,0.0,1.0,,,,,,,,,18,0,,,1.52,1.56,2.92,0.56,5.5,1.1179717378845628,2.04,1.78,3.3200000000000003,0.52,5.48,-17.0,1.6161046764448517,2.7372886817242987
55,2020-02-12,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.500507656217513,2.6550616468698465
04,2020-02-13,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.52,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-1.0,1.5196511307370335,2.668678876305832
06,2020-02-13,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.2,1.44,3.06,0.34,5.6000000000000005,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.2992747278808463,2.5407871746651556
17,2020-02-13,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,2.82,2.48,4.7,0.68,7.58,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.789961879596907,4.1727267787185545
25,2020-02-13,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-20.0,1.5200673644829634,2.6689749537191325
48,2020-02-13,state,USA,TX,,2,0.0,0.0,,,,,,,,,2.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.5,1.56,2.92,0.56,5.5,-6.0,1.569710349301778,2.7042872432136877
53,2020-02-13,state,USA,WA,,1,0.0,1.0,,,,,,,,,18,0,,,1.52,1.56,2.92,0.56,5.5,1.299477552220669,1.98,1.72,3.2,0.5,5.24,-17.0,1.6379571058590083,2.7528328581361
55,2020-02-13,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5008666271513134,2.655316991821016
04,2020-02-14,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.52,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-1.0,1.5285909402643922,2.675037985114628
06,2020-02-14,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.22,1.48,3.12,0.36,5.68,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.324587327033807,2.5818866666182765
17,2020-02-14,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,2.92,2.54,4.8,0.7000000000000001,7.68,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.8677533925884133,4.2569293296863835
25,2020-02-14,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5200000000000005,-20.0,1.5314997292214203,2.6771070790279783
48,2020-02-14,state,USA,TX,,2,0.0,0.0,,,,,,,,,2.0,,,,1.52,1.58,3.0,0.52,5.44,0.0,1.5,1.56,2.92,0.56,5.5,-6.0,1.571343627841951,2.6881285267757558
53,2020-02-14,state,USA,WA,,1,0.0,1.0,,,,,,,,,21,0,,,1.52,1.56,2.92,0.56,5.5,1.5240014415526881,1.92,1.66,3.1,0.48,5.0600000000000005,-17.0,1.6599206759522136,2.7684560916764664
55,2020-02-14,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5013182697160827,2.6556382564076118
04,2020-02-15,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.52,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-1.0,1.5403544000194132,2.683405626541568
06,2020-02-15,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.24,1.5,3.16,0.36,5.74,0.0,1.5,1.56,2.92,0.56,5.5,4.0,1.3553554584842438,2.621093311656717
17,2020-02-15,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,3.02,2.62,4.9,0.72,7.76,0.0,1.52,1.56,2.94,0.56,5.5200000000000005,-21.0,2.939430536417253,4.3310090751406465
25,2020-02-15,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5200000000000005,-20.0,1.5462150389417997,2.6875744447342225
48,2020-02-15,state,USA,TX,,2,0.0,0.0,,,,,,,,,2.0,,,,1.6,1.62,3.1,0.52,5.5200000000000005,0.0,1.5,1.56,2.92,0.56,5.5,-6.0,1.5722411060904462,2.7118609361376564
53,2020-02-15,state,USA,WA,,1,0.0,1.0,,,,,,,,,28,0,,,1.64,1.66,3.18,0.56,5.82,1.7224240217634532,1.86,1.62,2.98,0.48,4.86,-17.0,1.6811744383887637,2.8759504644513387
55,2020-02-15,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.501878511804516,2.656036770535761
04,2020-02-16,state,USA,AZ,,1,0.0,0.0,,,,,,,,,1.0,,,,1.52,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-1.0,1.5551122751352595,2.6939032700720134
06,2020-02-16,state,USA,CA,,7,0.0,0.0,,,,,,,,,7.0,,,,1.24,1.5,3.16,0.36,5.74,0.0,1.52,1.56,2.92,0.56,5.5,4.0,1.390290305047604,2.6459433366863503
17,2020-02-16,state,USA,IL,,2,0.0,2.0,,,,,,,,,2.0,,,,3.12,2.68,4.98,0.74,7.84,0.016744783244710956,1.66,1.68,3.18,0.54,5.82,-21.0,3.0028881891059687,4.399242092165963
25,2020-02-16,state,USA,MA,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5200000000000005,-20.0,1.5656867686326497,2.701425170235773
48,2020-02-16,state,USA,TX,,2,0.0,0.0,,,,,,,,,2.0,,,,1.6,1.6,3.12,0.48,5.48,0.0,1.5,1.56,2.92,0.56,5.5,-6.0,1.5731073536745457,2.7009301142000317
53,2020-02-16,state,USA,WA,,1,0.0,1.0,,,,,,,,,35,0,,,1.76,1.74,3.36,0.54,6.0200000000000005,1.948020411510904,1.82,1.56,2.88,0.46,4.68,-17.0,1.7004566385862656,2.9474013998305058
55,2020-02-16,state,USA,WI,,1,0.0,0.0,,,,,,,,,1.0,,,,1.5,1.56,2.92,0.56,5.5,0.0,1.52,1.56,2.92,0.56,5.5,-21.0,1.5025605147657413,2.6565218962003607
