fips,date,aggregate_level,country,state,index,cases,deaths,recovered,cumulative_icu,cumulative_hospitalized,current_icu,current_icu_total,current_hospitalized,current_ventilated,staffed_beds,icu_beds,positive_tests,negative_tests,contact_tracers_count,hospital_beds_in_use_any,Rt_MAP__new_cases,Rt_ci31__new_cases,Rt_ci68__new_cases,Rt_ci5__new_cases,Rt_ci95__new_cases,new_deaths,Rt_MAP__new_deaths,Rt_ci31__new_deaths,Rt_ci68__new_deaths,Rt_ci5__new_deaths,Rt_ci95__new_deaths,lag_days__new_deaths,Rt_MAP_composite,Rt_ci95_composite
27,2020-05-23,state,USA,MN,,19854,861.0,0.0,832.0,2534.0,215.0,,568.0,,,,22765,194941,400,,1.0,0.94,1.04,0.8,1.18,22.272696554376388,1.0,0.8200000000000001,1.34,0.34,2.04,0.0,0.9661958516898738,1.0661958516898735
29,2020-05-23,state,USA,MO,,11922,685.0,0.0,,,,,742.0,94.0,,,11752,136552,69,,0.6,0.48,0.74,0.22,1.06,11.758803793432524,0.8,0.74,1.36,0.24,2.24,0.0,0.8791875798938661,0.979187579893866
28,2020-05-23,state,USA,MS,,13005,616.0,0.0,,1996.0,154.0,,590.0,93.0,,,13005,121215,200,,0.94,0.84,1.02,0.6,1.26,14.8787646813197,0.98,0.84,1.44,0.3,2.28,1.0,0.9566570807793914,1.0566570807793914
30,2020-05-23,state,USA,MT,,479,16.0,0.0,,65.0,,,3.0,,,,479,32173,130,,1.24,1.22,2.42,0.32,4.12,,,,,,,,1.219325733971472,2.056678268132968
37,2020-05-23,state,USA,NC,,22731,763.0,0.0,,,,,589.0,,,,22725,306857,402,,1.12,1.06,1.18,0.92,1.3,16.721718208582857,1.06,0.88,1.48,0.32,2.28,-2.0,1.1422875206346697,1.2422875206346695
38,2020-05-23,state,USA,ND,,2365,52.0,0.0,,150.0,,,39.0,,,,2365,61783,352,,0.86,0.72,1.04,0.36,1.48,,,,,,,,0.9112015474329488,1.0753995172850637
31,2020-05-23,state,USA,NE,,11989,150.0,0.0,,,,,,,,,11662,68320,307,,0.98,0.9,1.06,0.68,1.26,,,,,,,,0.9491475558149698,1.04914755581497
33,2020-05-23,state,USA,NH,,4089,208.0,0.0,120.0,419.0,,,93.0,,,,4089,55450,70,,1.02,0.86,1.18,0.5,1.58,5.166443328942622,0.78,0.84,1.66,0.24,2.94,0.0,1.0213145344942949,1.1825931364453202
34,2020-05-23,state,USA,NJ,,153104,11081.0,0.0,,,806.0,,2974.0,611.0,,,153104,425631,900,,0.84,0.8,0.88,0.7000000000000001,0.98,99.92791705903231,0.74,0.62,0.84,0.34,1.16,0.0,0.8320166362776238,0.9320166362776238
35,2020-05-23,state,USA,NM,,6795,308.0,0.0,,1139.0,,,206.0,,,,6625,151758,100,,0.92,0.78,1.02,0.5,1.32,6.729837715613281,0.76,0.78,1.52,0.22,2.66,0.0,0.9640211621884252,1.0667834011065866
32,2020-05-23,state,USA,NV,,7769,392.0,0.0,,,99.0,,402.0,53.0,,,7696,99351,100,,1.0,0.86,1.12,0.56,1.44,4.65770326391752,0.68,0.78,1.58,0.2,2.84,0.0,1.05801256475418,1.1682828390372946
36,2020-05-23,state,USA,NY,,364745,28900.0,0.0,,88083.0,1502.0,,4642.0,1254.0,,,359926,1292135,575,,0.8,0.76,0.8200000000000001,0.68,0.9,120.38270273111912,0.74,0.62,0.84,0.36,1.1,0.0,0.7972692762791606,0.8972692762791605
39,2020-05-23,state,USA,OH,,31408,1956.0,0.0,1429.0,5437.0,333.0,,858.0,223.0,,,31408,285086,685,,1.0,0.92,1.04,0.78,1.18,39.5337221200685,0.92,0.76,1.14,0.36,1.66,0.0,0.9630851865963772,1.063085186596377
40,2020-05-23,state,USA,OK,,5960,311.0,0.0,,926.0,78.0,,174.0,,,,5960,154943,300,,0.88,0.74,1.0,0.42,1.36,3.1620603544754733,0.88,0.96,1.94,0.26,3.42,0.0,0.9640749276350464,1.0783686511894603
41,2020-05-23,state,USA,OR,,3888,147.0,0.0,,740.0,41.0,,102.0,15.0,,,3888,106319,332,,0.88,0.72,1.1,0.34,1.58,,,,,,,,0.9606314893978808,1.1394277775597366
42,2020-05-23,state,USA,PA,,71102,5121.0,0.0,,,,,1560.0,348.0,,,66983,321469,160,,0.9,0.84,0.94,0.72,1.06,70.70194836803579,0.8,0.66,0.96,0.34,1.32,-2.0,0.8831355768945914,0.9831355768945914
44,2020-05-23,state,USA,RI,,13952,597.0,0.0,,1557.0,51.0,,233.0,34.0,,,13952,116180,200,,0.84,0.74,0.92,0.48,1.18,14.946017417081453,0.94,0.8200000000000001,1.42,0.3,2.26,-4.0,0.8353605523016276,0.9353605523016276
45,2020-05-23,state,USA,SC,,9895,425.0,0.0,,1534.0,,,430.0,,,,9895,149015,400,,1.24,1.12,1.34,0.86,1.58,7.398326789710479,0.9,0.86,1.64,0.26,2.78,0.0,1.193893119009631,1.305352574847509
46,2020-05-23,state,USA,SD,,4468,50.0,0.0,,358.0,,,90.0,,,,4468,29060,350,,0.94,0.8,1.1,0.44,1.5,,,,,,,,0.898335466088697,1.0720210563964678
47,2020-05-23,state,USA,TN,,19765,325.0,0.0,,1573.0,,,478.0,,,,19789,353969,325,,1.04,0.96,1.1,0.78,1.28,5.089838663195278,0.76,0.84,1.68,0.22,2.96,0.0,1.0455503417130418,1.145550341713042
48,2020-05-23,state,USA,TX,,55451,1522.0,0.0,,,,,1688.0,,,,54509,708197,2000,,0.98,0.92,1.0,0.8200000000000001,1.12,23.015471975961265,0.94,0.76,1.26,0.3,1.92,-6.0,1.0392747303409875,1.1392747303409876
49,2020-05-23,state,USA,UT,,8260,97.0,0.0,213.0,676.0,,,165.0,,,,8260,182519,1200,,1.1,0.98,1.2,0.7000000000000001,1.46,,,,,,,,1.1205635771137354,1.2205635771137355
51,2020-05-23,state,USA,VA,,35749,1159.0,0.0,,6431.0,330.0,,1384.0,213.0,,,35749,196721,300,,1.08,1.02,1.12,0.9,1.22,26.781584536606225,1.04,0.86,1.34,0.38,1.98,-2.0,1.0577494583452791,1.1577494583452792
50,2020-05-23,state,USA,VT,,954,54.0,0.0,,,,,21.0,,,,954,26470,48,,0.92,1.0,2.04,0.26,3.58,,,,,,,,0.9639326362434232,1.7191262345849505
53,2020-05-23,state,USA,WA,,20740,1062.0,0.0,,3230.0,,,332.0,96.0,,,21492,282906,2122,,1.08,0.98,1.16,0.74,1.38,6.68937623055894,0.92,0.88,1.72,0.26,2.9,-17.0,1.0254509670942134,1.127800456888752
55,2020-05-23,state,USA,WI,,14985,507.0,0.0,542.0,2292.0,128.0,,611.0,,,,16843,179329,401,,1.08,1.0,1.14,0.8200000000000001,1.32,7.036298015494032,0.76,0.76,1.5,0.22,2.58,-21.0,1.062920364919952,1.1629203649199522
54,2020-05-23,state,USA,WV,,1729,72.0,0.0,,,11.0,,39.0,9.0,,,1717,82027,15,,1.16,0.96,1.42,0.48,2.0,,,,,,,,1.0771941853435327,1.3435852780943645
56,2020-05-23,state,USA,WY,,813,12.0,0.0,,77.0,,,10.0,,,,813,19221,50,,0.9,0.8,1.46,0.26,2.4,,,,,,,,0.8817884808464979,1.3200583954815306
02,2020-05-24,state,USA,AK,,409,8.0,0.0,,,,,10.0,,,,408,43099,145,,1.36,1.22,2.3000000000000003,0.34,3.78,,,,,,,,1.2698974697239596,1.9945016554981758
01,2020-05-24,state,USA,AL,,14478,551.0,0.0,537.0,1612.0,,,,,,,14327,171472,120,,1.16,1.08,1.22,0.9,1.4,9.71183506078213,0.84,0.78,1.46,0.24,2.44,0.0,1.1029066403433168,1.2029066403433168
05,2020-05-24,state,USA,AR,,5922,116.0,0.0,,598.0,,,86.0,17.0,,,5922,102659,285,,1.2,1.08,1.3,0.8,1.58,2.1550432203953704,1.08,1.12,2.24,0.28,3.9,2.0,1.2240698276823103,1.3268180180824745
04,2020-05-24,state,USA,AZ,,16339,800.0,0.0,,3026.0,322.0,,804.0,201.0,,,16339,167302,60,,1.12,1.04,1.18,0.86,1.36,16.129136156374035,0.88,0.76,1.32,0.26,2.1,-1.0,1.1728869227976422,1.2728869227976425
06,2020-05-24,state,USA,CA,,94743,3790.0,0.0,,,1315.0,,4300.0,,,,92710,1490035,3800,,1.14,1.1,1.16,1.02,1.24,71.17210169760192,0.98,0.8200000000000001,1.14,0.46,1.54,4.0,1.10570031871688,1.20570031871688
08,2020-05-24,state,USA,CO,,24140,1332.0,0.0,,4105.0,,,538.0,,,,23964,126087,50,,1.0,0.9,1.06,0.7000000000000001,1.26,17.794622446891275,0.7000000000000001,0.62,1.12,0.22,1.8,0.0,0.9571692158072684,1.0571692158072683
09,2020-05-24,state,USA,CT,,40468,3693.0,0.0,,12538.0,,,701.0,,,,40468,173668,400,,0.78,0.7000000000000001,0.84,0.54,1.0,23.128258028440953,0.74,0.62,1.06,0.22,1.64,-10.0,0.8120164755100591,0.9120164755100592
11,2020-05-24,state,USA,DC,,8110,432.0,0.0,,,110.0,,324.0,73.0,,345.0,7966,44025,65,1838.0,0.6,0.5,0.76,0.24,1.1,6.255528394186231,0.7000000000000001,0.74,1.46,0.2,2.58,1.0,0.7279935396092946,0.8353825546327214
10,2020-05-24,state,USA,DE,,8809,326.0,0.0,,,,,211.0,,,,8809,43061,100,,0.8,0.68,0.9,0.42,1.18,5.390119301328349,0.68,0.74,1.52,0.2,2.7,0.0,0.8188063618326473,0.9230739839453979
12,2020-05-24,state,USA,FL,,50859,2236.0,0.0,,9638.0,,,,,,,50867,820368,1000,,1.04,0.98,1.08,0.86,1.22,33.347027284291194,0.94,0.76,1.18,0.34,1.74,-1.0,1.0848855932224872,1.184885593222487
13,2020-05-24,state,USA,GA,,40989,1799.0,0.0,1683.0,7439.0,,,848.0,,,,42838,439116,250,,0.78,0.7000000000000001,0.84,0.56,0.98,29.39677106278614,1.0,0.8200000000000001,1.28,0.36,1.88,0.0,0.8784811492431881,0.978481149243188
15,2020-05-24,state,USA,HI,,633,17.0,0.0,,84.0,,,,,,,643,48929,80,,0.98,1.14,2.36,0.28,4.24,,,,,,,,0.99189393195751,1.9295413883279044
19,2020-05-24,state,USA,IA,,17434,456.0,0.0,,,114.0,,363.0,61.0,,,17252,110504,36,,0.94,0.86,1.0,0.68,1.18,13.549602567048893,0.9,0.8,1.42,0.28,2.3000000000000003,0.0,0.951222948557476,1.0512229485574762
16,2020-05-24,state,USA,ID,,2650,79.0,0.0,94.0,225.0,,,27.0,,,,2626,38780,23,,1.08,0.88,1.34,0.4,1.94,,,,,,,,1.0765550257505152,1.3258101199072
17,2020-05-24,state,USA,IL,,110541,4884.0,0.0,,,1007.0,,3667.0,632.0,,,110304,637617,125,,0.86,0.8200000000000001,0.88,0.74,0.96,60.293901374433524,0.76,0.62,0.92,0.3,1.32,-21.0,0.8649033769663588,0.9649033769663588
18,2020-05-24,state,USA,IN,,32151,1976.0,0.0,1166.0,5285.0,396.0,1498.0,1112.0,173.0,,2533.0,31376,189425,325,,0.94,0.86,0.98,0.72,1.14,27.448678466482054,0.86,0.7000000000000001,1.14,0.28,1.74,0.0,0.9420953710093076,1.0420953710093075
20,2020-05-24,state,USA,KS,,9135,200.0,0.0,269.0,787.0,,,,,,,8958,67476,200,,0.76,0.64,0.88,0.36,1.18,1.8321699898579245,0.88,1.04,2.16,0.26,3.86,0.0,0.7886314707294247,0.901609833592782
21,2020-05-24,state,USA,KY,,8842,399.0,0.0,897.0,2131.0,89.0,,484.0,,,,8571,161285,50,,0.76,0.64,0.88,0.38,1.16,6.176683728993236,0.8200000000000001,0.84,1.64,0.24,2.86,1.0,0.8454468586150842,0.9454468586150842
22,2020-05-24,state,USA,LA,,37293,2690.0,0.0,,,,,813.0,102.0,,,37169,278867,700,,0.96,0.88,1.02,0.7000000000000001,1.18,20.100651126034887,0.72,0.62,1.08,0.22,1.72,0.0,1.0144279438131494,1.1144279438131497
25,2020-05-24,state,USA,MA,,92675,6372.0,0.0,,9308.0,558.0,,2169.0,,,,92675,439698,1000,,0.76,0.72,0.8,0.6,0.9,39.131805385275605,0.8,0.64,1.0,0.28,1.48,-20.0,0.7952879545869725,0.8952879545869725
24,2020-05-24,state,USA,MD,,46919,2277.0,0.0,,7939.0,503.0,,1290.0,,,,46313,194049,1400,,0.96,0.9,1.0,0.8,1.1,38.11671330483324,0.92,0.74,1.14,0.34,1.66,-1.0,0.9604059608363812,1.0604059608363812
23,2020-05-24,state,USA,ME,,2055,78.0,0.0,,252.0,27.0,,59.0,13.0,,,2055,35450,50,,1.06,0.86,1.26,0.44,1.78,,,,,,,,1.0292002533770783,1.2459374712872018
26,2020-05-24,state,USA,MI,,54616,5228.0,0.0,,,449.0,,953.0,319.0,,,61457,467087,1050,,0.88,0.8,0.92,0.64,1.08,40.668069863390755,0.86,0.7000000000000001,1.08,0.32,1.56,0.0,0.9395429862348158,1.0395429862348158
27,2020-05-24,state,USA,MN,,20582,878.0,0.0,841.0,2588.0,207.0,,553.0,,,,23121,201566,400,,0.96,0.9,1.02,0.76,1.14,22.291977865822805,1.0,0.8200000000000001,1.34,0.34,2.04,0.0,0.9535618998040004,1.0535618998040006
29,2020-05-24,state,USA,MO,,12114,689.0,0.0,,,,,742.0,94.0,,,11988,139631,69,,0.68,0.56,0.8200000000000001,0.26,1.16,11.616649958875515,0.8200000000000001,0.76,1.38,0.24,2.26,0.0,0.9202365938049027,1.0202365938049027
28,2020-05-24,state,USA,MS,,13252,625.0,0.0,,2023.0,150.0,,512.0,73.0,,,13252,124650,200,,0.92,0.8200000000000001,1.0,0.58,1.24,14.908535569659753,0.96,0.84,1.44,0.3,2.28,1.0,0.9628494717614302,1.0628494717614303
30,2020-05-24,state,USA,MT,,479,16.0,0.0,,65.0,,,3.0,,,,479,32902,130,,1.28,1.24,2.4,0.34,4.1,,,,,,,,1.226280688879084,2.0558519978046275
37,2020-05-24,state,USA,NC,,23231,771.0,0.0,,,,,587.0,,,,23222,313434,402,,1.1,1.04,1.16,0.9,1.28,17.43261847830006,1.1,0.9,1.5,0.34,2.3000000000000003,-2.0,1.1437646878448673,1.2437646878448674
38,2020-05-24,state,USA,ND,,2418,53.0,0.0,,152.0,,,40.0,,,,2418,63070,352,,0.8,0.66,1.0,0.32,1.44,,,,,,,,0.8894100468329806,1.0483516756700215
31,2020-05-24,state,USA,NE,,12134,153.0,0.0,,,,,,,,,11989,71216,307,,0.98,0.9,1.06,0.68,1.26,,,,,,,,0.951014206119146,1.051014206119146
33,2020-05-24,state,USA,NH,,4149,209.0,0.0,120.0,419.0,,,93.0,,,,4089,55450,70,,1.0,0.84,1.16,0.48,1.56,5.2322676587847505,0.8,0.86,1.7,0.24,3.0,0.0,1.010779240678511,1.1693256172979072
34,2020-05-24,state,USA,NJ,,154154,11133.0,0.0,,,760.0,,2857.0,639.0,,,154154,449653,900,,0.8200000000000001,0.76,0.84,0.66,0.94,93.51758274646929,0.72,0.6,0.84,0.32,1.14,0.0,0.8264200045646983,0.9264200045646984
35,2020-05-24,state,USA,NM,,6943,317.0,0.0,,1139.0,,,208.0,,,,6795,162324,100,,0.92,0.8,1.04,0.5,1.34,6.545783312973662,0.74,0.78,1.54,0.22,2.68,0.0,0.9704035138140262,1.0770968292095322
32,2020-05-24,state,USA,NV,,7886,394.0,0.0,,,92.0,,373.0,51.0,,,7770,102511,100,,1.02,0.88,1.14,0.56,1.46,4.344063241095272,0.66,0.76,1.58,0.2,2.88,0.0,1.0617932663050589,1.1767456487510066
36,2020-05-24,state,USA,NY,,366346,29046.0,0.0,,88324.0,1406.0,,4393.0,1067.0,,,361515,1338311,575,,0.78,0.74,0.8200000000000001,0.66,0.9,115.1321172660805,0.74,0.64,0.84,0.36,1.12,0.0,0.8017098618855353,0.9017098618855351
39,2020-05-24,state,USA,OH,,31911,1969.0,0.0,1438.0,5476.0,317.0,,864.0,205.0,,,31911,292642,685,,0.98,0.9,1.02,0.76,1.16,38.65697748012046,0.92,0.74,1.14,0.34,1.66,0.0,0.9572967591057367,1.0572967591057367
40,2020-05-24,state,USA,OK,,6037,311.0,0.0,,938.0,78.0,,174.0,,,,6037,154943,300,,0.9,0.74,1.04,0.42,1.38,3.150386882532915,0.88,0.96,1.94,0.24,3.4,0.0,0.9649535303711976,1.084767125854394
41,2020-05-24,state,USA,OR,,3927,148.0,0.0,,742.0,35.0,,117.0,18.0,,,3927,108268,332,,0.9,0.74,1.12,0.34,1.6,,,,,,,,0.9871620891493784,1.1640731555489854
42,2020-05-24,state,USA,PA,,71656,5145.0,0.0,,,,,1533.0,336.0,,,67713,328382,160,,0.88,0.84,0.92,0.7000000000000001,1.04,70.17377151226957,0.86,0.7000000000000001,1.0,0.38,1.38,-2.0,0.8822045889812181,0.982204588981218
44,2020-05-24,state,USA,RI,,14065,608.0,0.0,,1580.0,49.0,,240.0,32.0,,,14065,118636,200,,0.8200000000000001,0.72,0.92,0.46,1.16,14.52822018967001,0.9,0.8,1.38,0.28,2.22,-4.0,0.8257566075487014,0.9257566075487014
45,2020-05-24,state,USA,SC,,10096,435.0,0.0,,1534.0,,,461.0,,,,10096,153851,400,,1.24,1.14,1.34,0.88,1.58,7.427529325168321,0.9,0.86,1.64,0.26,2.76,0.0,1.2065307060450032,1.3143420047444916
46,2020-05-24,state,USA,SD,,4563,50.0,0.0,,364.0,,,85.0,,,,4563,30342,350,,0.94,0.78,1.08,0.42,1.48,,,,,,,,0.9033109423084212,1.0697867336568936
47,2020-05-24,state,USA,TN,,20116,332.0,0.0,,1583.0,,,526.0,,,,20145,363431,325,,1.06,0.98,1.12,0.8,1.3,5.149174559707371,0.8,0.86,1.7,0.24,3.0,0.0,1.0468033647833346,1.1468033647833349
48,2020-05-24,state,USA,TX,,56050,1533.0,0.0,,,,,1572.0,,,,55348,708197,2000,,1.02,0.96,1.04,0.86,1.14,22.743366486225614,0.94,0.76,1.26,0.3,1.92,-6.0,1.0501218243609771,1.1501218243609772
49,2020-05-24,state,USA,UT,,8392,97.0,0.0,215.0,688.0,,,128.0,,,,8392,186041,1200,,1.1,0.98,1.2,0.72,1.46,,,,,,,,1.1349687281761554,1.2349687281761554
51,2020-05-24,state,USA,VA,,36244,1171.0,0.0,,6453.0,354.0,,1351.0,192.0,,,36244,207841,300,,1.08,1.02,1.1,0.9,1.22,26.55528364955188,1.0,0.84,1.32,0.36,1.94,-2.0,1.047197851720821,1.147197851720821
50,2020-05-24,state,USA,VT,,956,54.0,0.0,,,,,25.0,,,,956,27634,48,,0.92,1.0,2.04,0.26,3.58,,,,,,,,1.0022799587335196,1.7464036385938675
53,2020-05-24,state,USA,WA,,20989,1069.0,0.0,,3256.0,,,313.0,74.0,,,21652,285088,2122,,1.08,0.98,1.16,0.76,1.38,7.027050860762497,0.98,0.92,1.74,0.26,2.92,-17.0,1.0377711715291766,1.1377711715291767
55,2020-05-24,state,USA,WI,,15362,510.0,0.0,541.0,2315.0,128.0,,611.0,,,,17253,186206,401,,1.06,0.98,1.12,0.8,1.3,6.869634560152219,0.76,0.78,1.52,0.22,2.62,-21.0,1.0545824305886944,1.1545824305886945
54,2020-05-24,state,USA,WV,,1771,72.0,0.0,,,8.0,,23.0,4.0,,,1759,83935,15,,1.1,0.92,1.36,0.46,1.94,,,,,,,,1.0526275596200625,1.3087899182824685
56,2020-05-24,state,USA,WY,,813,12.0,0.0,,78.0,,,10.0,,,,813,19221,50,,0.88,0.8,1.46,0.26,2.4,,,,,,,,0.8763878569218377,1.3162167973952177
02,2020-05-25,state,USA,AK,,412,8.0,0.0,,,,,10.0,,,,409,44063,145,,1.48,1.28,2.32,0.38,3.74,,,,,,,,1.304987460761689,2.0079150332663653
01,2020-05-25,state,USA,AL,,14986,566.0,0.0,543.0,1629.0,,,,,,,14730,175585,120,,1.12,1.04,1.18,0.86,1.34,9.721286731686671,0.86,0.8,1.48,0.24,2.46,0.0,1.0965779377963492,1.1965779377963492
05,2020-05-25,state,USA,AR,,6029,117.0,0.0,,605.0,,,92.0,17.0,,,6029,105593,285,,1.2,1.08,1.3,0.8,1.56,2.18849484827204,1.06,1.1,2.22,0.28,3.86,2.0,1.2239071528324568,1.3239071528324569
04,2020-05-25,state,USA,AZ,,16561,806.0,0.0,,3077.0,334.0,,833.0,212.0,,,16561,171221,60,,1.18,1.1,1.24,0.92,1.4,16.189354612181766,0.9,0.78,1.34,0.28,2.12,-1.0,1.1955912109861766,1.2955912109861767
06,2020-05-25,state,USA,CA,,97017,3808.0,0.0,,,1301.0,,4306.0,,,,94558,1549544,3800,,1.12,1.08,1.14,1.02,1.22,70.696287253727,0.98,0.8200000000000001,1.14,0.46,1.52,4.0,1.107228804340678,1.207228804340678
08,2020-05-25,state,USA,CO,,24256,1333.0,0.0,,4119.0,,,560.0,,,,24174,126134,50,,1.0,0.9,1.06,0.7000000000000001,1.26,16.707511365572888,0.68,0.62,1.12,0.22,1.82,0.0,0.9580878450146368,1.0580878450146367
09,2020-05-25,state,USA,CT,,40873,3742.0,0.0,,12538.0,,,706.0,,,,40873,180853,400,,0.76,0.68,0.8200000000000001,0.5,0.98,21.934164545085768,0.74,0.62,1.06,0.22,1.66,-10.0,0.8007539083342695,0.9007539083342696
11,2020-05-25,state,USA,DC,,8225,440.0,0.0,,,106.0,,331.0,70.0,,345.0,8225,32578,65,1842.0,0.6,0.48,0.76,0.22,1.1,5.946603318837345,0.68,0.74,1.48,0.2,2.6,1.0,0.7347897337110593,0.8402168564874267
10,2020-05-25,state,USA,DE,,8965,332.0,0.0,,,,,205.0,,,,8965,44931,100,,0.78,0.66,0.9,0.4,1.18,5.152490395642592,0.68,0.76,1.54,0.2,2.74,0.0,0.8018297454442813,0.9109980945779079
12,2020-05-25,state,USA,FL,,51738,2251.0,0.0,,9681.0,,,,,,,51746,856489,1000,,1.06,1.0,1.1,0.88,1.24,33.12704335056942,0.94,0.78,1.2,0.34,1.76,-1.0,1.0948523338164513,1.1948523338164514
13,2020-05-25,state,USA,GA,,41414,1820.0,0.0,1686.0,7475.0,,,892.0,,,,43344,470201,250,,0.74,0.66,0.8,0.52,0.96,29.06218301353138,0.98,0.8,1.26,0.36,1.86,0.0,0.8842789484682777,0.9842789484682776
15,2020-05-25,state,USA,HI,,633,17.0,0.0,,84.0,,,,,,,643,49728,80,,1.0,1.14,2.38,0.28,4.24,,,,,,,,1.015085913949051,1.9460384217965168
19,2020-05-25,state,USA,IA,,17628,460.0,0.0,,,118.0,,377.0,66.0,,,17577,115138,36,,0.94,0.86,1.0,0.68,1.18,13.276712194269829,0.88,0.8,1.4,0.28,2.28,0.0,0.9512225648456388,1.0512225648456388
16,2020-05-25,state,USA,ID,,2664,79.0,0.0,94.0,225.0,,,17.0,,,,2626,38780,23,,1.08,0.88,1.34,0.4,1.94,,,,,,,,1.0817492440701486,1.3295048965542984
17,2020-05-25,state,USA,IL,,112248,4912.0,0.0,,,1025.0,,3762.0,605.0,,,112017,657547,125,,0.84,0.8,0.86,0.72,0.94,57.572695715935524,0.76,0.62,0.94,0.3,1.34,-21.0,0.8528835691201458,0.9528835691201458
18,2020-05-25,state,USA,IN,,32489,1984.0,0.0,1166.0,5285.0,365.0,1522.0,1102.0,169.0,,2571.0,31715,194536,325,,0.94,0.86,0.98,0.7000000000000001,1.14,26.26959722527803,0.84,0.7000000000000001,1.14,0.28,1.72,0.0,0.9406840033100898,1.04068400331009
20,2020-05-25,state,USA,KS,,9272,201.0,0.0,271.0,800.0,,,,,,,9218,72181,200,,0.74,0.62,0.86,0.34,1.16,1.8049019947274867,0.9,1.04,2.16,0.26,3.84,0.0,0.8001145100632312,0.904004502309448
21,2020-05-25,state,USA,KY,,8899,403.0,0.0,897.0,2131.0,89.0,,484.0,,,,8571,161285,50,,0.76,0.64,0.88,0.36,1.18,6.067014264875701,0.8200000000000001,0.84,1.64,0.24,2.84,1.0,0.850812739747266,0.950812739747266
22,2020-05-25,state,USA,LA,,37916,2690.0,0.0,,,,,847.0,102.0,,,37809,293089,700,,0.96,0.88,1.02,0.7000000000000001,1.2,19.35404467277421,0.74,0.64,1.1,0.22,1.76,0.0,1.0120205079655202,1.1120205079655203
25,2020-05-25,state,USA,MA,,93271,6416.0,0.0,,9339.0,576.0,,2132.0,,,,93271,447290,1000,,0.76,0.7000000000000001,0.8,0.58,0.9,37.97035977138265,0.8200000000000001,0.66,1.02,0.28,1.5,-20.0,0.7888341317946176,0.8888341317946176
24,2020-05-25,state,USA,MD,,47754,2302.0,0.0,,8092.0,517.0,,1279.0,,,,47152,202425,1400,,0.94,0.9,0.98,0.78,1.1,37.53325951317215,0.92,0.76,1.16,0.34,1.68,-1.0,0.9521236163755668,1.052123616375567
23,2020-05-25,state,USA,ME,,2074,78.0,0.0,,257.0,27.0,,59.0,13.0,,,2074,35450,50,,1.02,0.84,1.24,0.42,1.76,,,,,,,,1.0178685922707886,1.2321034762840566
26,2020-05-25,state,USA,MI,,54816,5240.0,0.0,,,449.0,,953.0,319.0,,,61632,476325,1050,,0.9,0.8200000000000001,0.94,0.66,1.1,39.701261041120354,0.88,0.72,1.08,0.32,1.56,0.0,0.9372673378805004,1.0372673378805004
27,2020-05-25,state,USA,MN,,21324,890.0,0.0,869.0,2676.0,248.0,,605.0,,,,23524,207816,400,,0.94,0.86,0.98,0.72,1.12,22.38768357052968,1.0,0.8200000000000001,1.34,0.34,2.04,0.0,0.9405535850788888,1.040553585078889
29,2020-05-25,state,USA,MO,,12296,694.0,0.0,,,,,729.0,93.0,,,12167,145218,69,,0.8,0.64,0.92,0.32,1.28,11.458012307412783,0.8200000000000001,0.76,1.38,0.24,2.28,0.0,0.9654699993404562,1.0654699993404562
28,2020-05-25,state,USA,MS,,13458,635.0,0.0,,2046.0,152.0,,566.0,94.0,,,13458,130459,200,,0.92,0.8200000000000001,1.0,0.58,1.24,15.135518093763542,0.98,0.84,1.46,0.3,2.28,1.0,0.9704250869883552,1.0704250869883551
30,2020-05-25,state,USA,MT,,479,16.0,0.0,,65.0,,,3.0,,,,479,33203,130,,1.3,1.22,2.38,0.34,4.0200000000000005,,,,,,,,1.2307485765350794,2.0359361066225894
37,2020-05-25,state,USA,NC,,23997,780.0,0.0,,,,,627.0,,,,23964,320726,402,,1.12,1.06,1.16,0.92,1.3,17.898382216602787,1.1,0.9,1.5,0.36,2.28,-2.0,1.1453643288967936,1.2453643288967935
38,2020-05-25,state,USA,ND,,2457,54.0,0.0,,154.0,,,41.0,,,,2457,63893,352,,0.76,0.64,0.98,0.3,1.42,,,,,,,,0.870315244185504,1.0289955650549705
31,2020-05-25,state,USA,NE,,12355,155.0,0.0,,,,,,,,,12134,73598,307,,0.98,0.9,1.06,0.68,1.26,,,,,,,,0.9510641157667312,1.0510641157667309
33,2020-05-25,state,USA,NH,,4197,210.0,0.0,120.0,419.0,,,92.0,,,,4149,57237,70,,0.98,0.8200000000000001,1.14,0.46,1.54,5.210969502646123,0.8,0.86,1.72,0.24,3.0,0.0,0.998714372573418,1.1549700739250244
34,2020-05-25,state,USA,NJ,,155092,11144.0,0.0,,,719.0,,2755.0,540.0,,,155092,468705,900,,0.78,0.74,0.8200000000000001,0.62,0.92,89.5163767263364,0.74,0.6,0.86,0.32,1.18,0.0,0.8203753156316053,0.9203753156316052
35,2020-05-25,state,USA,NM,,7026,320.0,0.0,,1243.0,,,213.0,,,,6943,166538,100,,0.92,0.78,1.02,0.5,1.32,6.428365968568753,0.76,0.78,1.56,0.22,2.7,0.0,0.977752933171266,1.077752933171266
32,2020-05-25,state,USA,NV,,7959,396.0,0.0,,,91.0,,380.0,48.0,,,7879,106852,100,,1.0,0.86,1.12,0.54,1.44,4.205094436835825,0.68,0.78,1.62,0.2,2.94,0.0,1.0665483665839457,1.1743545671249778
